user_id,item_id,rating,efectos,comedia,genero,film,personajes,protagonista,mundo,escenas,espectador,epoca
Rafa Ferrer,El número 23,2,-1.0,,,-1.0,,,,,-1.0,
Rafa Ferrer,Serpientes en el avión,3,,,,-1.0,,,-1.0,,,
Rafa Ferrer,Isi Disi: Alto voltaje,1,,,,,-1.0,,,,,
Rafa Ferrer,Alpha Dog,1,,,,,,,,,-1.0,
Bloody Will,Shooter: El Tirador,2,,,,,,,1.0,,-1.0,
Yul B.,Cerdos salvajes,2,1.0,-1.0,,,,,,,-1.0,
Iñaki Bilbao,Diario de un escándalo,3,,,,1.0,,,,,,
Iñaki Bilbao,Nuestro hombre en la Havana (Our man in Havana),4,,,,1.0,,,,,,
Antoni Messa,Alpha Dog,4,,,,,,,,,-1.0,
Antoni Messa,La flauta mágica,2,,-1.0,,,,,,,,
Emilio Calvo de Mora,Balas sobre Broadway,4,-1.0,,,,,,,,-1.0,
Ramón Besonias,El buen pastor,3,,,,,,,,,-1.0,
Rafa Ferrer,La ciencia del sueño,4,,,,-1.0,,,,,,
Florinda Chic,Pudor,3,,,,,,,,,-1.0,
Rafa Ferrer,Admitido,2,-1.0,,,,,,,0.0,,
Rafa Ferrer,Paris je t'aime,4,,,1.0,,,,,,,
Tito Chinchan,Isi Disi: Alto voltaje,4,,,,,-1.0,,,,,
Luis Zueco,Salvador,4,-1.0,,,-1.0,,,,,-1.0,
Pruden Rodríguez,River Queen,3,,,,,1.0,,,,0.0,
Tito Chinchan,Moscow Zero,3,,,,,,-1.0,,,-1.0,
Iñaki Bilbao,Darwin Awards (Muertes de risa),3,,,,1.0,,,,,,
"Iñaki Bilbao,""Hombres errantes (Lusty men, the)"",5,,,,,,,,,1.0,"
Emilio Calvo de Mora,Anacondas: la cacería por la orquidea sangrienta,1,-1.0,,,,,,,,,
Emilio Calvo de Mora,Tristram Shandy,3,,,,,,,-1.0,,,
Jeremy Fox,Juegos secretos,2,,,,-1.0,,,,,,
Jeremy Fox,El libro negro,5,,,,,,,,1.0,1.0,
Jeremy Fox,El buen alemán,2,,,,,,,,,-1.0,
"Jesus Lens,""Tu la letra, yo la música"",2,,,,-1.0,,,,,-1.0,"
Enrique Colmena,La flauta mágica,2,,-1.0,,,,,,,,
Cp,Shooter: El Tirador,1,,,,,,,1.0,,-1.0,
Tito Chinchan,Anacondas: la cacería por la orquidea sangrienta,2,-1.0,,,,,,,,,
Tito Chinchan,Bandidas,2,,,-1.0,,,,,,,
Tito Chinchan,Batman begins,4,,,,1.0,,0.0,1.0,,,
Tito Chinchan,Doom,2,,,,,,,,,,0.0
Tito Chinchan,El reino de los cielos,3,1.0,,,,,,,,,
Tito Chinchan,Harry poter y el caliz de fuego,3,,,,,,,1.0,,,
Tito Chinchan,King Kong,2,1.0,,,,,,,,-1.0,
Tito Chinchan,La casa de cera,1,,,,,,,,,,-1.0
Iñaki Bilbao,El corazón de la tierra,2,0.0,,,,,,,,0.0,
Iñaki Bilbao,El hombre del planeta X (The Man from planet X),1,-1.0,,,,,,,,,-1.0
Emilio Calvo de Mora,Bienvenido Mr. Marshall,5,,,-1.0,,,,,,,
Emilio Calvo de Mora,Moscow Zero,1,,,,,,-1.0,,,-1.0,
Pruden Rodríguez,La maldición de la flor dorada,4,1.0,,,,,,,,1.0,
Iñaki Bilbao,El increíble hombre menguante (The incredible shrinking man),5,1.0,,,,,,,,,
Matías Cobo,Shooter: El Tirador,3,,,,,,,1.0,,-1.0,
Iñaki Bilbao,El buen pastor,4,,,,,,,,,-1.0,
Iñaki Bilbao,El hombre del Oeste  (The Man of the West),4,,,,,,,,,1.0,
Oscar Cantero,300,3,-1.0,,,,,,-1.0,,,
Silvia Giner,El número 23,2,-1.0,,,-1.0,,,,,-1.0,
Alvaro Oliva,El número 23,3,-1.0,,,-1.0,,,,,-1.0,
Alvaro Oliva,Shooter: El Tirador,3,,,,,,,1.0,,-1.0,
Ramón Balcells,El buen pastor,4,,,,,,,,,-1.0,
Emilio Calvo de Mora,La vida de los otros,4,,,,,,,,,1.0,
Ramón Balcells,Seduciendo a un extraño,1,,,,,,,-1.0,,-1.0,
Oscar Cantero,Diario de un escándalo,3,,,,1.0,,,,,,
Oscar Cantero,Seduciendo a un extraño,2,,,,,,,-1.0,,-1.0,
Oscar Cantero,Hannibal: El origen del mal,1,,,,,,,,,,-1.0
Antoni Messa,Shooter: El Tirador,3,,,,,,,1.0,,-1.0,
Emilio Calvo de Mora,Alpha Dog,2,,,,,,,,,-1.0,
Oscar Cantero,El número 23,2,-1.0,,,-1.0,,,,,-1.0,
Tito Chinchan,Inside deep throat,4,,,,,,,1.0,,,
Calaf,Sunshine,2,-1.0,,,,,,,,-1.0,
Lara Croft,La vida de los otros,2,,,,,,,,,1.0,
Bloody Will,Sunshine,2,-1.0,,,,,,,,-1.0,
Enrique Colmena,Seduciendo a un extraño,2,,,,,,,-1.0,,-1.0,
Enrique Colmena,Pudor,4,,,,,,,,,-1.0,
Jose Contreras,Sunshine,3,-1.0,,,,,,,,-1.0,
"Bloody Will,""Tu la letra, yo la música"",3,,,,-1.0,,,,,-1.0,"
Ramón Besonias,Sunshine,2,-1.0,,,,,,,,-1.0,
Iñaki Bilbao,Shooter: El Tirador,2,,,,,,,1.0,,-1.0,
Iñaki Bilbao,El abominable hombre de las nieves (The abominable snowman),3,0.0,,,,,,,,,
Florinda Chic,Dame 10 razones,4,,,,-1.0,,,,,,
Emilio Calvo de Mora,9 songs,2,-1.0,,,,,,,,,
Tito Chinchan,Darwin Awards (Muertes de risa),3,,,,1.0,,,,,,
Iñaki Bilbao,Sunshine,3,-1.0,,,,,,,,-1.0,
Iñaki Bilbao,Sólo para hombres,4,,,,-1.0,,,,,,0.0
Rafa Ferrer,9 songs,1,-1.0,,,,,,,,,
Rafa Ferrer,Brigada 49,2,,,0.0,,,,,,1.0,
Emilio Calvo de Mora,Al final de la escapada,5,,0.0,,,,,,,,
Rafa Ferrer,El Efecto Mariposa,2,,,,,,,,,,-1.0
Pruden Rodríguez,¿Quién dice que es fácil?,3,1.0,,,,,,,,,
Francisco Bellón,Tuya Siempre,2,,,,,1.0,,,,-1.0,-1.0
Iñaki Bilbao,El hombre que mató a Liberty Valance (The Man who shot Liberty Valance),5,,,,,-1.0,,,-1.0,,
Emilio Calvo de Mora,El hombre que se quiso matar,4,,,,,,,,,,-1.0
Paula Zurita,Inland empire,3,,,,,,,,,-1.0,
JLO,Eyes wide shut,5,,,,,,,,,-1.0,
JLO,Barry Lyndon,5,,,,,,,,-1.0,-1.0,
Matías Cobo,Sunshine,3,-1.0,,,,,,,,-1.0,
Iñaki Bilbao,El hombre con rayos X en los ojos (The man with X-ray eyes),4,,,,,,,0.0,,,1.0
Pruden Rodríguez,Borat,2,,,,,-1.0,,,,,
Oscar Cantero,Premonition (Siete días),2,,,,-1.0,,,-1.0,,-1.0,
Elena Suárez,El número 23,2,-1.0,,,-1.0,,,,,-1.0,
Oscar Cantero,Amor Idiota,2,-1.0,,,,,,,,,
Iñaki Bilbao,La maldición de la flor dorada,4,1.0,,,,,,,,1.0,
Ivan Sainz-Pardo,Sunshine,2,-1.0,,,,,,,,-1.0,
Francisco Bellón,La maldición de la flor dorada,5,1.0,,,,,,,,1.0,
Andrés Pons,Los Abandonados,4,,,,,,,,,-1.0,
Kamala,La vida de los otros,5,,,,,,,,,1.0,
Ivan Sainz-Pardo,Los Abandonados,2,,,,,,,,,-1.0,
Dragon negro,Sunshine,3,-1.0,,,,,,,,-1.0,
"JLO,""2001, Odisea del espacio"",5,,,,,,,,,1.0,"
Silvia Giner,La fuente de la vida,5,,,,-1.0,,,,-1.0,-1.0,
JLO,La naranja mecánica,5,,,,,,,,,-1.0,
JLO,El resplandor,4,,,,,,,,-1.0,,
"Iñaki Bilbao,""Tu la letra, yo la música"",3,,,,-1.0,,,,,-1.0,"
Francisco Bellón,Sunshine,1,-1.0,,,,,,,,-1.0,
Francisco Bellón,La fuente de la vida,2,,,,-1.0,,,,-1.0,-1.0,
Francisco Bellón,Dame 10 razones,3,,,,-1.0,,,,,,
Alex Largo,Diario de un escándalo,3,,,,1.0,,,,,,
Alex Largo,Memento,5,,,,-1.0,,-1.0,,,1.0,
Alex Largo,Hechizo de luna,3,,,1.0,,,,,,,
Ramón Balcells,La fuente de la vida,4,,,,-1.0,,,,-1.0,-1.0,
Marta,El jefe de todo esto,5,,,,,0.0,,-1.0,,,
Iñaki Bilbao,El hombre de Rio  (L'homme de Rio),3,1.0,,,,,,,,,
Dragon negro,Premonition (Siete días),1,,,,-1.0,,,-1.0,,-1.0,
Kiko de España,Zodiac,4,,,,,,,,,-1.0,
Oscar Cantero,Retrato de una obsesión,2,,,,,,,,-1.0,-1.0,
Francisco Bellón,Spiderman 3,1,,,,,,,-1.0,,,
Berto,Sunshine,3,-1.0,,,,,,,,-1.0,
"Jose Contreras,""Tu la letra, yo la música"",3,,,,-1.0,,,,,-1.0,"
Iñaki Bilbao,El mejor hombre (The best man),4,,-1.0,,,,,,,-1.0,
Emilio Calvo de Mora,Spiderman 3,3,,,,,,,-1.0,,,
Ramón Balcells,Sunshine,4,-1.0,,,,,,,,-1.0,
Dragon negro,Spiderman 3,2,,,,,,,-1.0,,,
Francisco Bellón,¿Quién dice que es fácil?,2,1.0,,,,,,,,,
Silvia Giner,Spiderman 3,2,,,,,,,-1.0,,,
Daniel Galindo,La maldición de la flor dorada,3,1.0,,,,,,,,1.0,
Daniel Galindo,Tuya Siempre,2,,,,,1.0,,,,-1.0,-1.0
Daniel Galindo,La fuente de la vida,3,,,,-1.0,,,,-1.0,-1.0,
Daniel Galindo,Dios o demonio (I love Miami),2,,0.0,,,,,,,0.0,
Daniel Galindo,Mi hijo,3,,,,,,,,,-1.0,
Daniel Galindo,Sunshine,3,-1.0,,,,,,,,-1.0,
Daniel Galindo,River Queen,2,,,,,1.0,,,,0.0,
Daniel Galindo,La vida en rosa,4,,,,,,,,,-1.0,
Daniel Galindo,Moscow Zero,1,,,,,,-1.0,,,-1.0,
Daniel Galindo,Pudor,3,,,,,,,,,-1.0,
Rafa Ferrer,Spiderman 3,3,,,,,,,-1.0,,,
Rafa Ferrer,Robocop,4,0.0,0.0,,0.0,,,,,,
"Rafa Ferrer,""Tu la letra, yo la música"",2,,,,-1.0,,,,,-1.0,"
Jose Contreras,La maldición de la flor dorada,1,1.0,,,,,,,,1.0,
Alvaro Oliva,La maldición de la flor dorada,2,1.0,,,,,,,,1.0,
Rafa Ferrer,Seduciendo a un extraño,2,,,,,,,-1.0,,-1.0,
Iñaki Bilbao,Spiderman 3,3,,,,,,,-1.0,,,
Taliesin,Spiderman 3,2,,,,,,,-1.0,,,
Rafa Ferrer,Darwin Awards (Muertes de risa),3,,,,1.0,,,,,,
JLO,Luces de la ciudad,5,,,,-1.0,,,,,1.0,
JLO,Tiempos Modernos,4,,,,,,,,-1.0,,
JLO,El Gran Dictador,5,,,,,,,,,1.0,
JLO,Monsieur Verdoux,5,,-1.0,,,,,,,,
JLO,Candilejas,4,,1.0,,,,,,,,
JLO,La Condesa de Hong Kong,2,1.0,,-1.0,,,,,,,
JLO,300,2,-1.0,,,,,,-1.0,,,
JLO,3000 millas al infierno,4,,,0.0,0.0,,,,,,
JLO,Fuimos soldados,2,,1.0,,,,,,,1.0,
JLO,El aviador,4,,,,1.0,,,1.0,1.0,0.0,
Emilio Calvo de Mora,Hana-bi ( Flores de fuego ),4,,,,,,,,-1.0,,
Ramón Besonias,Brick,2,,,,,,,,,-1.0,
Emilio Calvo de Mora,El gigante de hierro,4,-1.0,,,,,,,,-1.0,
Ramón Balcells,Spiderman 3,3,,,,,,,-1.0,,,
Emilio Calvo de Mora,Megavixens up!,3,,,,,,-1.0,,,-1.0,
Oscar Cantero,La sombra de nadie,3,,,,,,,,,0.0,
Rafa Ferrer,Cabeza de perro,3,-1.0,-1.0,,-1.0,,,,,,
Elena Suárez,Spiderman 3,1,,,,,,,-1.0,,,
Matías Cobo,Spiderman 3,3,,,,,,,-1.0,,,
Iñaki Bilbao,El hombre de Kiev (The Fixer),4,,,,,,,,,1.0,
José A. Peig,Spiderman 3,3,,,,,,,-1.0,,,
Rafa Ferrer,H6 Diario de un asesino,1,,,,,,-1.0,,,,
Tito Chinchan,Garganta profunda,3,,,,0.0,,,-1.0,,,
Jeremy Fox,Dame 10 razones,3,,,,-1.0,,,,,,
Jeremy Fox,La flauta mágica,4,,-1.0,,,,,,,,
José A. Peig,Piratas del caribe,4,,,,,,,,,-1.0,
Jose Contreras,Spiderman 3,2,,,,,,,-1.0,,,
JLO,La Piscina,4,,,,,,,,1.0,-1.0,
JLO,Crimen ferpecto,3,,,,,,,,,-1.0,-1.0
JLO,Colateral,3,,,,,,,,,1.0,
JLO,Robots,2,-1.0,,,,,,,,-1.0,-1.0
JLO,Sin city,3,,1.0,1.0,,,,1.0,,,
Iñaki Bilbao,Demasiados secretos para un hombre sólo,3,,,,-1.0,,,,-1.0,0.0,
Tito Chinchan,Spiderman 3,2,,,,,,,-1.0,,,
Oscar Cantero,El retorno de los malditos,1,-1.0,,-1.0,,,,,,,
Oscar Cantero,Trastorno,2,-1.0,,,,,,,,,
Calaf,Spiderman 3,2,,,,,,,-1.0,,,
Emilio Calvo de Mora,Los Abandonados,2,,,,,,,,,-1.0,
Antoni Messa,Spiderman 3,2,,,,,,,-1.0,,,
Tyler,Spiderman 3,2,,,,,,,-1.0,,,
Tyler,El caso Slevin,4,,,,1.0,,,1.0,,1.0,
Tyler,Pequeña miss sunshine,5,,,1.0,,,,,,,
Tyler,Una canción del pasado,3,,,,,,-1.0,,,,
Tyler,La cosecha,1,-1.0,,,,,,,,-1.0,
JLO,Spiderman 3,2,,,,,,,-1.0,,,
Tyler,Los amantes del círculo polar,1,,,,,,,,,-1.0,
Tyler,Dogville,1,,,,,,,-1.0,,-1.0,
Emilio Calvo de Mora,Shortbus,2,,,,,,,,,,-1.0
Paula Zurita,Borrachera de poder,3,,,,,,,,-1.0,,
Emilio Calvo de Mora,Cache Escondido,2,,,,,,,,,-1.0,
Rafa Ferrer,Premonition (Siete días),2,,,,-1.0,,,-1.0,,-1.0,
Iñaki Bilbao,De hombre a hombre  (De uomo a uomo),2,,,,1.0,,,1.0,,,
Emilio Calvo de Mora,Domino,2,,,,,,,,,,-1.0
José A. Peig,Piratas del Caribe 2,3,-1.0,,,,,,,,-1.0,
Silvia Giner,El niño de barro,3,,,,1.0,,,,,1.0,
JLO,Alejandro Magno,4,,-1.0,,,,,,,-1.0,
JLO,Hable con ella,5,,,,,,,,,-1.0,
"Antoni Messa,""Tu la letra, yo la música"",3,,,,-1.0,,,,,-1.0,"
Alberto Concepción,Spiderman 3,2,,,,,,,-1.0,,,
Luna,Alta sociedad,2,,0.0,,,,,,,,
Jose Contreras,Diarios de la calle,3,,,,,,,,,1.0,
Francisco Bellón,El niño de barro,2,,,,1.0,,,,,1.0,
Luna,Un engaño de lujo,2,,,-1.0,,,,,,,
Jose Contreras,Zodiac,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,Retrato de una obsesión,2,,,,,,,,-1.0,-1.0,
Iñaki Bilbao,Zodiac,4,,,,,,,,,-1.0,
Hombre Lobo,El retorno de los malditos,1,-1.0,,-1.0,,,,,,,
Ramón Besonias,Hijos de los hombres,4,,,-1.0,,,,,,-1.0,
Matías Cobo,Zodiac,3,,,,,,,,,-1.0,
Txapulin,Zodiac,3,,,,,,,,,-1.0,
Txapulin,Spiderman 3,2,,,,,,,-1.0,,,
Luna,Zodiac,3,,,,,,,,,-1.0,
Antoni Messa,Zodiac,5,,,,,,,,,-1.0,
Alvaro Oliva,Spiderman 3,2,,,,,,,-1.0,,,
Rafa Ferrer,Zodiac,4,,,,,,,,,-1.0,
Emilio Calvo de Mora,La fuente de la vida,3,,,,-1.0,,,,-1.0,-1.0,
Jesus Lens,Zodiac,4,,,,,,,,,-1.0,
Jeremy Fox,Zodiac,4,,,,,,,,,-1.0,
Oscar Cantero,Alta sociedad,3,,0.0,,,,,,,,
Oscar Cantero,El camino de los ingleses,1,-1.0,,,,,,,-1.0,-1.0,
Rafa Ferrer,88 Minutos,2,,,,,,,-1.0,,-1.0,
JLO,El Motorista Fantasma (Ghost Rider),3,,,,,,-1.0,-1.0,,,
Patri,300,2,-1.0,,,,,,-1.0,,,
Patri,Thirteen,4,,,,,,-1.0,,,,
Patri,El número 23,2,-1.0,,,-1.0,,,,,-1.0,
Patri,Flores rotas,3,,,,,,-1.0,,,,
Patri,Trainspotting,4,1.0,1.0,,,,,,,,
Patri,El hundimiento,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,La maldición de la flor dorada,4,1.0,,,,,,,,1.0,
Rafa Ferrer,El hundimiento,5,,,,,,,,,-1.0,
Rafa Ferrer,Infiel,3,,,,,,-1.0,,,,
Rafa Ferrer,Trainspotting,5,1.0,1.0,,,,,,,,
Rafa Ferrer,Thirteen,3,,,,,,-1.0,,,,
Emilio Calvo de Mora,Flores rotas,4,,,,,,-1.0,,,,
Rafa Ferrer,Diarios de la calle,4,,,,,,,,,1.0,
Emilio Calvo de Mora,Keane,4,,,,,,,,,1.0,
Francisco Bellón,Piratas del Caribe: En el Fin del Mundo,2,,,,,,,,,-1.0,
Patri,La ciencia del sueño,4,,,,-1.0,,,,,,
Patri,El jardinero fiel,4,,,,,,,,,-1.0,
Jeremy Fox,Sunshine,3,-1.0,,,,,,,,-1.0,
JLO,Reservoir dogs,5,,,,0.0,,,,,,
Emilio Calvo de Mora,Oldboy,5,,,,-1.0,,,,,,
Francisco Bellón,Una mujer invisible,2,,,,,,,,,-1.0,
Ramón Balcells,Zodiac,5,,,,,,,,,-1.0,
Rafa Ferrer,TMNT: Las tortugas ninja,3,-1.0,,,,,,,,-1.0,
Emilio Calvo de Mora,Calvaire,3,,,-1.0,,,,,,-1.0,
Emilio Calvo de Mora,Moscow Zero,1,,,,,,-1.0,,,-1.0,
Oscar Cantero,Piratas del Caribe: En el Fin del Mundo,3,,,,,,,,,-1.0,
José A. Peig,Piratas del Caribe: En el Fin del Mundo,2,,,,,,,,,-1.0,
Ramón Besonias,Las partículas elementales,3,,,,,,,-1.0,,-1.0,
Emilio Calvo de Mora,El último escalón,4,,-1.0,,,,,,,-1.0,-1.0
Ramón Balcells,El novio de mi madre,2,,,,1.0,,,,,,
Rafa Ferrer,¿Quién dice que es fácil?,4,1.0,,,,,,,,,
Rafa Ferrer,La maldición de la flor dorada,3,1.0,,,,,,,,1.0,
Bruji,Zodiac,4,,,,,,,,,-1.0,
JLO,Oldboy,5,,,,-1.0,,,,,,
JLO,Flores rotas,5,,,,,,-1.0,,,,
Ramón Besonias,Apocalypto,3,,,,,,,-1.0,,,
Ramón Balcells,Dame 10 razones,4,,,,-1.0,,,,,,
Antoni Messa,Premonition (Siete días),3,,,,-1.0,,,-1.0,,-1.0,
Oscar Díez,Zodiac,4,,,,,,,,,-1.0,
Taliesin,Piratas del Caribe: En el Fin del Mundo,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,Candy,3,,,,,,,,,-1.0,
José Antonio Bermúdez,300,3,-1.0,,,,,,-1.0,,,
Rafa Ferrer,Supersize Me,4,,,,,,,,-1.0,,
Emilio Calvo de Mora,Réquiem por un sueño,4,,,,,,,-1.0,,-1.0,
Bruji,Piratas del Caribe: En el Fin del Mundo,4,,,,,,,,,-1.0,
Bruji,Retrato de una obsesión,3,,,,,,,,-1.0,-1.0,
Bruji,El retorno de los malditos,1,-1.0,,-1.0,,,,,,,
"Bruji,""Tu la letra, yo la música"",1,,,,-1.0,,,,,-1.0,"
Bruji,Arthur y los Minimoys,3,-1.0,,,,,,,,,-1.0
Bruji,Apocalypto,4,,,,,,,-1.0,,,
Emilio Calvo de Mora,Bailar en la oscuridad,5,,,,,,,1.0,,-1.0,
Alvaro Oliva,El retorno de los malditos,1,-1.0,,-1.0,,,,,,,
Iñaki Bilbao,Hombres desesperados (Winnetou und sein Freund Old Firehand),2,1.0,,,1.0,,,,1.0,,
Taliesin,Zodiac,4,,,,,,,,,-1.0,
Patri,El viento que agita la cebada,3,,,,,,,,,-1.0,
Patri,Sospechosos habituales,3,,,,,,,,1.0,,
Emilio Calvo de Mora,El infierno,3,,,,,,,,,-1.0,-1.0
Patri,Desmontando a Harry,3,0.0,,,,,,,,1.0,
Txapulin,Piratas del Caribe: En el Fin del Mundo,2,,,,,,,,,-1.0,
Jose Contreras,Half Nelson,3,,,,,,,,1.0,1.0,
Emilio Calvo de Mora,La matanza de Texas: el origen,2,,,-1.0,,,,,-1.0,-1.0,
Patri,Oceans 13,2,,,-1.0,,,,,,,
Oscar Cantero,Entre mujeres,2,-1.0,,,,,,,,-1.0,
Rafa Delgado,Piratas del Caribe: En el Fin del Mundo,4,,,,,,,,,-1.0,
Rafa Delgado,Zodiac,4,,,,,,,,,-1.0,
Ramón Besonias,Days of glory,3,,,,-1.0,,,,,-1.0,
Rafa Delgado,Dame 10 razones,4,,,,-1.0,,,,,,
Rafa Delgado,El número 23,1,-1.0,,,-1.0,,,,,-1.0,
Rafa Delgado,Descubriendo a los Robinsons,4,,,,,,1.0,,,,
Rafa Delgado,Rocky Balboa,3,,,,,1.0,,,,,
Rafa Ferrer,Operación Stormbreaker,2,,,,1.0,,,,,,1.0
Patri,Melinda y Melinda,2,-1.0,,,,,,,,,
Patri,Hierro 3,4,1.0,,,,,,,,0.0,
Patri,Diamante de sangre,2,,,,,,,,,-1.0,
Patri,El último rey de Escocia,3,,,,,,,,,,-1.0
Patri,El hombre del tiempo,3,,,-1.0,-1.0,,-1.0,,,-1.0,
Patri,Human Nature,2,,,,-1.0,,,,-1.0,,
Patri,Adaptation (El ladron de orquideas),5,,,,-1.0,,-1.0,,,-1.0,
"Patri,""Jo, que noche"",3,,,,,,1.0,,1.0,,"
Patri,Doce hombres sin piedad,5,,,,,,,,,1.0,
Francisco Bellón,Entre mujeres,1,-1.0,,,,,,,,-1.0,
Rafa Delgado,World Trade Center,2,,,,-1.0,,,,,,
JLO,Atrápame si puedes,3,,,,1.0,,,,1.0,1.0,
JLO,Batman begins,5,,,,1.0,,0.0,1.0,,,
Iñaki Bilbao,Half Nelson,3,,,,,,,,1.0,1.0,
Rafa Ferrer,Érase una vez un cuento al revés,1,-1.0,,,,,-1.0,,,,
Jose Contreras,Piratas del Caribe: En el Fin del Mundo,4,,,,,,,,,-1.0,
Tito Chinchan,Piratas del Caribe: En el Fin del Mundo,3,,,,,,,,,-1.0,
Patri,María Antonieta,3,,,-1.0,,,,,,,
Luna,Tideland,2,,,,,,,,,-1.0,-1.0
Matías Cobo,Más extraño que la ficción,3,,,,,,,,,,0.0
Rafa Ferrer,El sonido del trueno,2,-1.0,,-1.0,,,,-1.0,,,
Emilio Calvo de Mora,El buen pastor,4,,,,,,,,,-1.0,
Jeremy Fox,Descubriendo a los Robinsons,3,,,,,,1.0,,,,
Patri,Piratas del Caribe: En el Fin del Mundo,2,,,,,,,,,-1.0,
JLO,El diario de Ana Frank,4,,1.0,,,,,,,1.0,
Jeremy Fox,Spiderman 3,1,,,,,,,-1.0,,,
JLO,Desmontando a Harry,5,0.0,,,,,,,,1.0,
Ivan Sainz-Pardo,Zodiac,5,,,,,,,,,-1.0,
Emilio Calvo de Mora,Corazones solitarios (Lonely Hearts),2,,,,,,,,,-1.0,
Bruji,Entre mujeres,2,-1.0,,,,,,,,-1.0,
Matías Cobo,Dreamgirls,4,,,,,-1.0,,,,-1.0,
Pruden Rodríguez,Tideland,4,,,,,,,,,-1.0,-1.0
Patri,Closer,4,,,-1.0,-1.0,,,,,,-1.0
Patri,Un Final Made In Hollywood,3,-1.0,,,,,,,,,
Francisco Bellón,Oceans 13,3,,,-1.0,,,,,,,
Silvia Giner,Dame 10 razones,4,,,,-1.0,,,,,,
Emilio Calvo de Mora,Sed de mal (Touch of Evil),5,,,,-1.0,,,,,,
Jeremy Fox,El niño de barro,3,,,,1.0,,,,,1.0,
Iñaki Bilbao,Un hombre llamado caballo,4,,,,,,,1.0,,,
Ivan Sainz-Pardo,Lost in La Mancha,4,,,,,,,-1.0,-1.0,,-1.0
Ramón Balcells,Oceans 13,3,,,-1.0,,,,,,,
Francisco Bellón,Enemigos Íntimos,3,,,,1.0,,,,,,
Rafa Ferrer,Cerdos salvajes,2,1.0,-1.0,,,,,,,-1.0,
Bruji,El último show,4,,,-1.0,,,,,,-1.0,-1.0
Bruji,La cosecha,3,-1.0,,,,,,,,-1.0,
Bruji,Diario de un escándalo,3,,,,1.0,,,,,,
Iñaki Bilbao,Memorias de Queens,3,,,,,,,-1.0,,-1.0,
Rafa Ferrer,El Rey del Mando,3,,-1.0,,,-1.0,,,,,
Tito Chinchan,Ekipo Ja,1,0.0,,,,,,,,,1.0
Tito Chinchan,La leyenda del minotauro,2,-1.0,,,,,,-1.0,0.0,,
Hombre Lobo,La marca del lobo,2,-1.0,,,,,,,,,
Emilio Calvo de Mora,El número 23,1,-1.0,,,-1.0,,,,,-1.0,
Emilio Calvo de Mora,Pasión de los fuertes,5,,,,-1.0,,,,,0.0,
Yul B.,Oceans 13,3,,,-1.0,,,,,,,
Antoni Messa,Tideland,3,,,,,,,,,-1.0,-1.0
Antoni Messa,La ganadora,3,,,,,,,,,1.0,
Emilio Calvo de Mora,Half Nelson,3,,,,,,,,1.0,1.0,
Jose Contreras,Oceans 13,2,,,-1.0,,,,,,,
JLO,Shrek 2,3,0.0,,,,,,,-1.0,,
Red Stovall,Tideland,1,,,,,,,,,-1.0,-1.0
Bruji,Oceans 13,3,,,-1.0,,,,,,,
Ramón Besonias,Piratas del Caribe: En el Fin del Mundo,2,,,,,,,,,-1.0,
Ramón Besonias,La noche de los girasoles,3,,,,,,,,-1.0,,
Iñaki Bilbao,El hombre sin fronteras (The Hired Hand),3,,,,,,,,,-1.0,
Pruden Rodríguez,Bajo las estrellas,4,,,,1.0,,,,,,
Francisco Bellón,Memorias de Queens,1,,,,,,,-1.0,,-1.0,
Silvia Giner,Piratas del Caribe: En el Fin del Mundo,3,,,,,,,,,-1.0,
Francisco Bellón,Bajo las estrellas,3,,,,1.0,,,,,,
Ramón Balcells,Diario de un escándalo,4,,,,1.0,,,,,,
Emilio Calvo de Mora,Me siento rejuvenecer,5,,,,,,,-1.0,,,
Emilio Calvo de Mora,The messengers,2,-1.0,,,,,-1.0,,,-1.0,
Emilio Calvo de Mora,Black snake moan,2,,,,-1.0,,,-1.0,,,
Bruji,Carta a tres esposas,4,,,,-1.0,,,,,-1.0,-1.0
Luna,Bajo las estrellas,3,,,,1.0,,,,,,
Patri,Piratas del Caribe: En el Fin del Mundo,3,,,,,,,,,-1.0,
José A. Peig,El cazador,4,,0.0,,,,,,,1.0,
Hombre Lobo,Hostel 2,4,,,,-1.0,,,,,,
JLO,Segunda piel,3,,,,,,,,-1.0,,-1.0
JLO,El imperio del fuego,2,,,,,,,-1.0,,-1.0,
JLO,Maybe Baby,4,,,,1.0,0.0,,,,,
JLO,El hundimiento,5,,,,,,,,,-1.0,
Iñaki Bilbao,Corazones solitarios (Lonely Hearts),3,,,,,,,,,-1.0,
Rafa Delgado,Hostel 2,1,,,,-1.0,,,,,,
Iñaki Bilbao,Bajo las estrellas,3,,,,1.0,,,,,,
Emilio Calvo de Mora,Comandante,3,,,,1.0,,,,,1.0,
Oscar Cantero,Teléfono rojo volamos hacia Moscú,5,,-1.0,,,,,,,,
Rafa Ferrer,Entre mujeres,1,-1.0,,,,,,,,-1.0,
Rafa Delgado,300,3,-1.0,,,,,,-1.0,,,
Rafa Delgado,V de Vendetta,5,,,-1.0,,,,-1.0,,-1.0,
Ramón Besonias,Zodiac,4,,,,,,,,,-1.0,
Florinda Chic,Tideland,2,,,,,,,,,-1.0,-1.0
